Company,Title,Category,Location,Responsibilities,Minimum Qualifications,Preferred Qualifications
Google,"Field Sales Representative, Google Cloud",Sales & Account Management,"Montreal, QC, Canada","Build and maintain executive relationships with enterprise customers, influence long-term strategic direction, and act as a trusted advisor.
Lead territory strategy in generating and developing business growth opportunities, working collaboratively with Inside Sales Representatives, Customer Engineers, and Google Partners - all to maximize business development in a given location.
Drive business development, forecast accurately and achieve strategic goals by leading customers through the entire business cycle.
Explore and understand complex customer requirements on both a business and technical level. Engage, educate and ensure the satisfaction of the installed base.
Manage multiple opportunities through the entire cycle simultaneously, working with cross-functional teams as necessary, and serve as the primary customer contact for all adoption-related activities.","BA/BS degree or equivalent practical experience.
4 years of field sales experience in the technology industry.","10 years of experience in a sales or business development role for IaaS or PaaS technology, with a demonstrated record in reaching and exceeding strategic goals in the technology industry.
Experience using CRM systems (e.g. Salesforce.com, etc).
Technical or sales engineering experience in a Computer Science or Information Systems-related role.
Demonstrated ability to speak credibly about platform- and infrastructure-as-a-service, and to perform basic technical qualification. Ability to plan, pitch, and execute a territory sales strategy.
Ability to build influential relationships and to deliver results in a cross-functional/matrixed environment. Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment.
Effective written and verbal communication and presentation skills, and excellent strategic and analytical thinking skills."
Google,"Analytical Lead, Media and Entertainment Vertical",Sales & Account Management,"Los Angeles, CA, United States","Use your knowledge of data analytics and predictive and statistical modeling techniques to develop solutions for client business and marketing challenges while also uncovering opportunities. Collaborate with Sales and Sales Operations to innovate and develop scalable solutions across industry challenges.
Act as an industry expert and analyst to surface key industry trends. Consult with clients on opportunities associated with trends and potential business impact.
Advise client partners on methodologies for marketing and media analytics, and measurement and attribution. Help customers navigate industry standards and alternatives.
Identify key decision makers, challenge the status quo and influence decisions. Foster and cultivate client relationships with others in the organization, including marketing/advertising, analytics, and corporate strategy, among others.
Partner with internal and external product, research, data and measurement teams to bring full analytical capabilities to customers.","BA/BS degree or equivalent practical experience.
6 years of experience in media analytics, advertising sales, digital media and marketing, consulting, or financial analysis.","Experience using search engine marketing (Google AdWords), website analytics platforms (Google Analytics and other measurement suite products), and brand analysis techniques (upper funnel analysis).
Experience working closely with clients, advising them on how to improve business performance.
Demonstrated analytical background and experience with marketing analytics, return on investment/financial modeling, and statistical analysis.
Demonstrated understanding and experience with spreadsheet software and presentation applications.
Understanding and knowledge of the film/TV and media and entertainment industries."
Google,"Mobile Web Specialist, LCS Central Europe (German)",Sales & Account Management,"München, Germany","Work with Google’s largest customers on projects that help them improve their mobile websites - in order to offer their users a better experience and increase their mobile ROI
Consult our advertisers on how to make their mobile sites load faster and improve the User Experience (UX) using tools like Lighthouse, WebPageTest and Google’s UX and speed research findings. Help our advertisers understand how Next Generation mobile web technologies from Google can improve their mobile site - from Accelerated Mobile Pages (AMP) to Progressive Web Apps (PWA) to our Payments and Identity APIs etc.
Partner with Google's tech support teams to leverage technical support for our most advanced advertisers. Successfully manage these cross-functional projects to speed up the implementation progress and increase the success rate.
Develop relations with both regional and global product management teams at Google to roll out best-in-class products to your country. Collate advertiser feedback in order to further improve our products.
Organize mobile site events, incl. hackathons and workshops. Train advertisers and agencies on mobile site speed, UX and technologies; develop case studies of successful projects for publication on our Think with Google site and at events to scale best practices to the wider industry.","Bachelor's degree or equivalent practical experience.
Experience with mobile marketing and mobile websites.
Experience in consultative sales, with client-facing experience.
Ability to speak and write in German and English fluently and idiomatically.","Extensive experience working with large clients and partners across different levels and cross-functional stakeholders.
Experience with diagnosing and improving mobile website load speed. Experience giving UX advice and proposing a/b testing plans.
Experience with Next Generation mobile web technologies like Accelerated Mobile Pages (AMP), Progressive Web Apps (PWA), Payments APIs, Identity APIs, https and interest in the next wave of digital touchpoints (Voice, Google Assistant).
Understanding of mobile web development (HTML, CSS and JavaScript experience).
Demonstrated ability to influence in regards to mobile and to drive tangible impact for large corporate organizations.
Passion for a faster and better mobile Web."
Google,"Sales and Customer Growth Strategist, Google Cloud (Spanish)",Sales & Account Management,"Austin, TX, United States","Deliver against assigned business and pipeline goals while prioritizing an outstanding customer experience for our partners and prospects.
Contribute to territory strategy in generating and developing business growth opportunities in the defined LatAm market. Work with Field Sales Executives and Customer Engineers as a critical member of the team, and work closely with other Google Partners, in order to maximize business results in territory and to cultivate other opportunities.
Drive business development, forecast accurately and achieve strategic goals by leading customers through the entire business cycle. Explore and understand complex customer requirements on both a business and technical level.
Lead demand generation and other associated campaigns from conception, planning, execution, and launch to post-launch analysis, directly and with partners.
Establish key relationships cross-functionally with regional peers, Sales Operations, Product Management, and Product Marketing teams. Identify and pursue business development opportunities. Analyze data trends and client performance, prepare and conduct presentations, and maintain effective communication with customers via phone/email and video conferencing technologies.","BA/BS degree or equivalent practical experience.
3 years of sales/relationship management experience in the technology industry, working with with Software/Platform/Infrastructure-as-a-Service (SaaS, PaaS or IaaS) products.
Ability to speak and write in English and Spanish fluently and idiomatically.","Experience working with customer relationship management (CRM) systems. Experience working towards strategic goals in the technology industry, with SaaS, PaaS or IaaS products in LatAm.
Technically minded, with an understanding of the technology and cloud computing market, and a passion for Google Cloud products (G-Suite, Google Cloud Platform).
Ability to build influential relationships and operate in a cross-functional environment.
Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment.
Goal oriented, self-motivated individual who is confident, thorough and tenacious. Analytical, detail-oriented and able to 'zoom' in/out from the big picture to the minutiae.
Effective communication and presentation skills, both written and verbal."
Google,"Field Sales Representative, Google Cloud",Sales & Account Management,"New York, NY, United States","Build and maintain executive relationships with customers, influence long-term strategic direction, and act as a trusted advisor.
Lead account strategy in generating and developing business growth opportunities, working collaboratively with Customer Engineers, and Google Partners - all to maximize business results in territory and open up opportunities with large enterprise customers.
Drive business development, forecast accurately and achieve strategic goals by leading customers through the entire business cycle.
Explore and understand complex customer requirements on both a business and technical level; Engage, educate, and ensure satisfaction of the installed base.
Manage multiple opportunities through the entire cycle simultaneously, working with cross-functional teams as necessary, and serve as the primary customer contact for all adoption-related activities.","Bachelor's degree or equivalent practical experience.
4 years of field sales experience in the technology industry selling enterprise software.","10 years of experience selling IaaS or PaaS with a demonstrated track record in reaching and exceeding sales goals in the technology industry. Experience using CRM system such as Salesforce.com.
Technical or sales engineering experience in Computer Science or Information Systems.
Demonstrable ability to speak credibly about platform- and infrastructure-as-a-service, and perform basic technical qualification.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment.
Excellent written/verbal communication/presentation skills, and strong strategic and analytical thinking skills, with the ability to plan, pitch, and execute a territory sales strategy."
Google,"Account Executive, Programmatic (Spanish)",Sales & Account Management,"Mexico City, Mexico","Develop and maintain C-level relationships to serve as a trusted partner with our customers.
Manage strategic account and business planning to define your business strategies and tactics.
Build and maintain a strong knowledge of the Google/DoubleClick suite of solutions. Monitor and become an expert on the market landscape.
Coordinate internal resources across many functional areas.","BA/BS degree or equivalent practical experience.
8 years of experience in advertising sales, marketing, consulting or media.
Experience in technology consulting, data analysis and/or Business Intelligence.
Ability to speak and write in English and Spanish fluently and idiomatically.","Experience building relationships with stakeholders.
Strong familiarity with online media buying and selling processes and a base knowledge of DSPs, SSPs, and Ad Exchange.
Strong ability to navigate ambiguity and manage competing priorities.
Demonstrated strategic and analytical sales approach.
Excellent written and verbal communications skills and the ability to influence others."
Google,"Deal Manager, Google Cloud",Sales Operations,"Tokyo, Japan","Partner with Field Sales teams early in the business cycle to drive proposal development and shape large, strategic, enterprise agreements.
Project manage the consultation and execution of agreements and coordinate the preparation of responses to Requests for Information/Proposals/Quotations.
Engage directly with enterprise customers to lead commercial and contractual consultations, independently handling objections, socializing customer requests with internal stakeholders, and coordinating approvals.
Build productive relationships and feedback loops with teams to accelerate agreements and drive continuous process improvement and serve as the Commercial Operations business partner to Regional Sales and Sales Operations Management, attending forecast calls, staff meetings and business reviews to keep apprised of priorities.
Introduce prospective customers to cloud concepts, norms and industry standards. Draft term sheets and provide customer facing analysis demonstrating value of the Google solution.","BA/BS degree in Technology, Engineering, Science or Economics, or equivalent practical experience.
8 years of experience leading agreement consultation and management and/or experience in an executive sales role in a technology company
Experience developing agreements, project management and financial modeling.","Experience in project management, with the ability to lead and handle multiple time-sensitive projects.
Experience developing complex agreement structures and using presentation software to facilitate communications with internal and external stakeholders.
Working knowledge of commercial Customer Relationship Manager (CRM) and Enterprise Resource Planning (ERP) systems.
Effective analytical and problem solving skills, with the ability to present analytical findings
Excellent business acumen and effective communication skills, with the ability to comfortably interact with and influence internal and external leadership.
Ability to speak and write in Japanese fluently and idiomatically. Business level communication in English."
Google,"Account Executive, Waze (Spanish)",Sales & Account Management,"Bogotá, Colombia","Develop and cultivate deep relationships with agency executives and clients.
Lead industry-focused knowledge, go-to-market approach and value proposition.
Generate and grow advertising business across our unique mobile product line.
Identify client business needs and develop a consultative approach in order to substantially grow accounts.","BA/BS degree or equivalent practical experience.
6 years of experience in an advertising business, and/or in a business development or online media environment.
Ability to speak and write in English and Spanish fluently and idiomatically.","Sales experience across a multitude of industry verticals, such as Fuel, Auto, Retail and Finance.
Experience in developing new business and/or in account management within an online advertising agency.
Experience in achieving strategic business goals."
Google,"Technical Analytics Architect, Google Cloud Online Experience",Marketing & Communications,"Sunnyvale, CA, United States","Work closely with Optimization and Web team members to define Key Performance Indicators (KPIs) and critical measurements and then translate these requirements into analytics tracking.
Work with technical team to ensure accurate and comprehensive web analytics implementation and successful deployment of new solutions.
Identify opportunities for automation and innovation in the area of web analytics implementation, quality assurance testing to validate and debug analytics implementations and web experimentation projects.
Create proper data architecture, data integration, reporting and dashboarding for ETL projects. Work with other teams to integrate online data with other channels, to allow comprehensive business insight across multiple channels.
Support the internal team in the installation, configuration and use of Google Analytics, Google Tag Manager, and other Google products.","BA/BS degree in Computer Science or equivalent practical experience.
5 years of experience in a technical web or technical business analytics role
Experience with SQL-based queries (PHP, MySQL or other), flat-file handling through programmatic code, ETL tools, database or business intelligence experience.
Experience with customized implementation of enterprise web analytics solutions (Google Analytics) and tag management solutions (Google Tag Manager, Tealium, Adobe Activation, Qubit). Experience with the implementation of enterprise experimentation solutions (Google Optimize, Adobe Test & Target, Optimizely, etc).","Experience with measuring and optimizing online advertising, SEO, PPC, social media and/or mobile.
Knowledge of JavaScript visualization libraries, Bootstrap UI library, Google Analytics implementation libraries, APIs and AJAX/REST-based queries.
Demonstrated experience applying data visualization best practices, including experience with data visualization platforms (Data Studio, Tableau).
Ability to communicate with both business and technical counterparts, particularly the skill of expressing in detail the tracking needs to be implemented/developed and the logic behind it."
Google,"Google Analytics Solutions, Specialist (Korean)",Sales & Account Management,"Seoul, South Korea","Investigate and track client implementation concerns and collaborate with cross functional team to resolve any Google Analytics implementation issues. support narrative creation
Work collaboratively in a large sales organization to drive market share growth for the product.
Develop strong relationships within all levels of major advertisers, publishers, resellers and agencies to serve as a trusted consultant in order to solidify and grow those partnerships.relevant to Korea market needs
Manage current accounts and consult clients on how best to leverage digital ad platforms with a data-driven approach.
Coordinate internal resources across many functional areas to garner business and fulfill customer needs.","Bachelor's degree or equivalent practical experience.
Experience in data driven marketing and marketing/media performance reports and metrics.
Experience with website analytics and ad technologies spaces and their key players.
Ability to speak and write in Korean and English fluently and idiomatically","Ability to develop and grow senior-level relationships with advertiser, publisher and agency customers.
Knowledge of mobile app analytics, website analytics, advertising analytics and digital ad platforms and established relationships within the digital marketing and analytics industry.
Understanding of the industry's issues, a vision for its growth, and a commitment to advance Google's forward-looking strategies within the marketplace."
Google,"Deal Manager, Google Cloud",Sales & Account Management,"San Francisco, CA, United States","Partner with Field Sales teams early in the sales cycle to manage proposal development and shape strategic agreements.
Engage directly with business customers to lead commercial and agreement discussions; independently handle objections, socialize customer requests with internal stakeholders and coordinate approvals.
Serve as the Commercial Operations business partner to Regional Sales and Sales Operations Management, attending forecast calls, staff meetings and quarterly business reviews to keep apprised of priorities.
Build productive relationships and feedback loops with Legal, Finance, Sales and Product teams to accelerate agreement closure and drive continuous process improvement.","BA/BS degree in Technology, Engineering, Science or Economics or equivalent practical experience.
8 years of experience in leading agreement discussions, agreement management and/or executive selling within a technology company.
Experience in a Project Management role, developing agreements and financial modeling.
Ability to travel up to 50% of the time.","MBA, Master's, JD or other advanced degree.
Experience developing complex agreement structures and using presentation software to facilitate communication with internal and external stakeholders.
Knowledge of commercial Customer Relationship Manager (CRM) and Enterprise Resource Planning (ERP) systems.
Ability to lead and handle multiple time-sensitive projects.
Effective analytical and problem solving capabilities, with business judgement and the ability to present analysis in a clear and compelling manner."
Google,"Google Cloud Customer Engineer Manager, Financial Services",Finance,"New York, NY, United States","Hire, coach and drive a high performance team to deliver against assigned goals while prioritizing an outstanding customer experience to customers and prospects.
Work with the team to ramp up adoption in the late cycle. Create activities (e.g. identifying and handling key customer technical questions and objections) and develop the strategy to resolve technical impediments and scoping out migration workloads.
Take responsibility for technical aspects of solutions to include such activities as managing product and solution briefings, proof-of-concept work, and the coordination of supporting technical resources.
Prepare and deliver product messaging in an effort to highlight Google Cloud Platform value proposition using techniques to include whiteboard and slide presentations, product demonstrations, white papers, trial management and documents.
Make recommendations on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution providing best practice advice to customers to optimize Google Cloud Platform effectiveness.","Bachelor's degree in Computer Science or equivalent practical experience
10 years of experience serving in the capacity of a technical sales engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a professional services or systems engineering team)
People management experience, managing a team and attracting and growing talent.
Technical experience with technology and the cloud computing market.","Master's degree in Computer Science and/or a MBA.
Understanding of solution architecture within web and mobile environments and technical experience of web/internet related technologies, architecture across SAAS, PAAS and IAAS and competitive cloud productivity suites.
Ability to effectively present to both technical and non-technical audiences, engaging C-Level in business and technology transformation and ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the Cloud/IT Technology space.
Proven ability to inspire and grow teams to their full potential particularly in sales environment able to influence cross-functional teams to achieve common business objectives.
Passion for Google Cloud products (G Suite, Google Cloud Platform). Ability to effectively operate with enthusiasm and flexibility in a fast-paced, constantly evolving team environment.
Goal oriented, self-motivated individual who is confident, thorough, and tenacious. Analytical, detail-oriented and able to “zoom” in/out from the big picture to the minutiae. Demonstrated organizational and project management capabilities."
Google,"Field Sales Representative, Google Cloud",Sales Operations,"Portland, OR, United States","Build and maintain executive relationships with customers, influence long-term strategic direction, and act as a trusted advisor.
Lead account strategy in generating and developing business growth opportunities, working collaboratively with Inside Sales Representatives, Customer Engineers, and Google Partners to maximize business results in territory and open up opportunities with large enterprise customers.
Drive business development, forecast accurately and achieve strategic goals by leading customers through the entire business cycle.
Explore and understand complex customer requirements on both a business and technical level; Engage, educate, and ensure satisfaction of the installed base.
Manage multiple opportunities through the entire cycle simultaneously, working with cross-functional teams as necessary, and serve as the primary customer contact for all adoption-related activities.","BA/BS degree or equivalent practical experience.
4 years of experience in Field Sales in the technology industry, selling enterprise software.","4 years of experience selling Platform/Infrastructure-as-a-Service (PaaS/IaaS) with experience working towards strategic business goals in the technology industry.
Experience in Technical and/or Sales Engineering in Computer Science or Information Systems. Experience using CRM systems such as Salesforce.com.
Demonstrated ability to speak credibly about PaaS and IaaS, and perform basic technical qualifications.
Ability to build influential relationships and deliver results in a cross-functional environment.
Ability to effectively operate with flexibility in a fast-paced, dynamic team environment.
Excellent written and verbal communication/presentation, strategic and analytical skills, with the ability to plan, present and execute a territory sales strategy."
Google,Search Specialist (Swedish),Sales & Account Management,"Dublin, Ireland","Optimize the value of client accounts by analyzing and managing their campaign strategy - across both Search and Display - improving campaign performance.
Ensure high performance and measure the impact of the most complex and high value campaigns.
Work with multiple stakeholders to manage the execution of scalable optimization workflows.
Build thorough knowledge of how clients can use Google products to meet their marketing objectives across Google Search, Google Display Network and YouTube.
Be a performance digital consultant for customers. Manage and report on most complex and impactful Search and Display/YouTube campaigns.","BA/BS degree or equivalent practical experience.
Ability to speak and write in English and Swedish fluently and idiomatically.","Relevant experience in creating online marketing and advertising strategies for performance focused clients.
Highly analytical and data driven with project management experience.
Knowledge of Google’s products (Search, Mobile, Google Display Network, YouTube).
Demonstrated ability to influence and create strategic programmes to drive performance (e.g. scalable implementation plans).
Demonstrated ability to influence clients and to build strong client relationships."
Google,"Product Specialist, Google Cloud (English)",Sales Operations,"München, Germany","Work as part of the Sales team to identify and qualify Platform opportunities and determine if Google Cloud Platform is right for them. Identify business and technical requirements, conduct full technical discovery and architect client solutions to meet gathered requirements.
Take responsibility for leading the technical project including such activities as technology advocacy, supporting bid responses, product and solution briefings, proof-of-concept work, and the coordination of supporting technical resources.
Prepare and deliver product messaging in an effort to highlight Google Cloud Platform value proposition using techniques to include whiteboard and slide presentations, product demonstrations, white papers, trial management and RFI response documents.
Make recommendations on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution providing best practice advice to customers to optimize Google Cloud Platform effectiveness.
Travel regularly in EMEA for meetings, technical reviews and onsite delivery activities.","BA/BS degree in Computer Science or a related software engineering field, or equivalent practical experience.
Experience working across cloud computing (infrastructure, storage, platforms and data), as well as cloud market, competitive dynamics and customer buying behavior.
Experience in data and Information Lifecycle Management relating to SAP portfolio and technologies.
Ability to speak and write in English fluently and idiomatically.","Master's degree in Computer Science or other relevant technical field.
Experience with Big Data, Platform-as-a-Service (PaaS) and Infrastructure-as-a-Service (IaaS) technologies.
Experience serving as Customer Service Operative or Technical Sales Engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a professional services or systems engineering team).
Experience and knowledge of SAP technologies (SAP Business Suite, S/4HANA, SAP Business Warehouse, SAP Hybris, SAP Business Objects, Sybase, Leonardo suite etc.) and their architecture and infrastructure needs.
Experience with SAP HANA, including sizing, disaster recovery, multi tenancy concepts, scale-out architectures and data tiering.
Understanding of SAP cloud offerings with focus on HEC and SAP Cloud Platform. Ability to quickly learn, understand and work with new emerging technologies, methodologies, and solutions in the cloud technology space."
Google,"Sales Lead, SMB, Google Cloud Platform",Sales & Account Management,"Austin, TX, United States","Build and grow a Google Cloud Platform (GCP)-focused SMB Sales team.
Optimize the team for scale and business growth by acquiring new customers and increasing spend from existing GCP customers.
Test and iterate on new approaches to grow spend in this segment, working closely with our partner team and our vendors, as well as working on programmatic initiatives to increase business growth.
Develop and implement best practices, ensuring the team is up to date with the newest trends and improve team skills through development and training.","BA/BS degree or equivalent practical experience.
10 years of experience in people management.
Experience working within the Software/Infrastructure/Platform-as-a-Service (SaaS, IaaS, PaaS) market.
Experience in sales coaching and mentoring.","Experience in an SMB sales role in an online and inside sales capacity.
Ability to effectively operate with high energy and flexibility in a fast-paced, dynamic team environment.
Demonstrated ability to develop sales individuals and managers, with effective executive leadership capabilities.
Demonstrated organizational and project management capabilities, with the ability to multiple tasks with shifting priorities and varying deadlines."
Google,"Product Specialist, Google Cloud (English)",Sales Operations,"Berlin, Germany","Work as part of the Sales team to identify and qualify Platform opportunities and determine if Google Cloud Platform is right for them. Identify business and technical requirements, conduct full technical discovery and architect client solutions to meet gathered requirements.
Take responsibility for leading the technical project including such activities as technology advocacy, supporting bid responses, product and solution briefings, proof-of-concept work, and the coordination of supporting technical resources.
Prepare and deliver product messaging in an effort to highlight Google Cloud Platform value proposition using techniques to include whiteboard and slide presentations, product demonstrations, white papers, trial management and RFI response documents.
Make recommendations on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution providing best practice advice to customers to optimize Google Cloud Platform effectiveness.
Travel regularly in EMEA for meetings, technical reviews and onsite delivery activities.","BA/BS degree in Computer Science or a related software engineering field, or equivalent practical experience.
Experience working across cloud computing (infrastructure, storage, platforms and data), as well as cloud market, competitive dynamics and customer buying behavior.
Experience in data and Information Lifecycle Management relating to SAP portfolio and technologies.
Ability to speak and write in English fluently and idiomatically.","Master's degree in Computer Science or other relevant technical field.
Experience with Big Data, Platform-as-a-Service (PaaS) and Infrastructure-as-a-Service (IaaS) technologies.
Experience serving as Customer Service Operative or Technical Sales Engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a professional services or systems engineering team).
Experience and knowledge of SAP technologies (SAP Business Suite, S/4HANA, SAP Business Warehouse, SAP Hybris, SAP Business Objects, Sybase, Leonardo suite etc.) and their architecture and infrastructure needs.
Experience with SAP HANA, including sizing, disaster recovery, multi tenancy concepts, scale-out architectures and data tiering.
Understanding of SAP cloud offerings with focus on HEC and SAP Cloud Platform. Ability to quickly learn, understand and work with new emerging technologies, methodologies, and solutions in the cloud technology space."
Google,"Account Executive, Google Cloud",Sales & Account Management,"London, United Kingdom","Build and maintain executive relationships with customers, influence long-term strategic direction, and act as a trusted advisor.
Help develop and execute a territory business plan, and build targeted plans for the Anvato solution, resulting in a robust pipeline.
Execute demand generation activities as needed, and engage, educate, and ensure satisfaction of the installed base.
Qualify, and assist customers in identifying use cases suitable for Google cloud deployment, articulate key differentiators and typical customer buying journeys.
Manage multiple opportunities through the entire cycle simultaneously, working with cross-functional teams as necessary, and serve as the primary customer contact for all adoption-related activities.","BA/BS degree or equivalent practical experience.
Experience in a technology sales role, working with Software-as-a-Service (SaaS), Infrastructure-as-a-Service (IaaS) or Platform-as-a-Service (PaaS).
Experience working with video streaming, content delivery network (CDN) and video architecture.","Experience with Salesforce and CRM systems integration.
Understanding of the wider ecosystem around video platforms: ad servers, CDN's, billing solutions, broadcast playout systems, digital asset management and encoders/transcoders.
Understanding of how video is monetized through subscriptions and advertisement.
Ability to plan, present, and execute a territory sales strategy.
Demonstrated ability to speak credibly about video distribution workflows for OTT, catchup, live and experience with broadcast specific workflows.
Effective written and verbal communication and presentation skills, with strategic and analytical thinking skills."
Google,"Field Sales Representative, Google Cloud",Sales & Account Management,"Chicago, IL, United States","Build and maintain executive relationships with customers, influence long-term strategic direction, and act as a trusted advisor.
Lead account strategy in generating and developing business growth opportunities, working collaboratively with Customer Engineers, and Google Partners - all to maximize business results in territory and open up opportunities with large enterprise customers.
Drive business development, forecast accurately and achieve strategic goals by leading customers through the entire business cycle.
Explore and understand complex customer requirements on both a business and technical level; Engage, educate, and ensure satisfaction of the installed base.
Manage multiple opportunities through the entire cycle simultaneously, working with cross-functional teams as necessary, and serve as the primary customer contact for all adoption-related activities.","BA/BS degree or equivalent practical experience.
4 years of field sales experience in the technology industry selling enterprise software.","10 years of experience selling IaaS or PaaS with a demonstrated track record in reaching and exceeding sales goals in the technology industry. Experience using CRM system such as Salesforce.com.
Technical or sales engineering experience in Computer Science or Information Systems
Demonstrable ability to speak credibly about platform- and infrastructure-as-a-service, and perform basic technical qualification
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Excellent written/verbal communication/presentation skills, and strong strategic and analytical thinking skills, with the ability to plan, pitch, and execute a territory sales strategy
Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment."
Google,"Partner Business Manager (DACH), System Integrator Partnerships (German)",Sales & Account Management,"Zürich, Switzerland","Define customer-centric and industry-specific use cases. Build ecosystem of service partners for Google’s cloud infrastructure offerings and Google SaaS offerings.
Establish partner performance criteria and drive partners to support Google business through staff training and certification on Google Cloud and G Suite products. Develop Google reference architectures and solutions.
Help partners grow their practice and product portfolio through joint development of solutions and services. Develop and provide custom presentations on Google Cloud Platform technologies to partners to help them achieve strategic goals.
Advocate for Google’s strategy in key industry events.
Develop Google’s approach to partnership strategy with stakeholders in Partner Programs, Product Management, Engineering, Sales and Marketing. Support regional engagement with global and regional partners.","BA/BS degree or equivalent practical experience.
Experience with building scalable partner ecosystems ranging from agile partners, mid-tier integrators and global system integrators.
Experience working with products in Infrastructure as a Service (IaaS) or Platform as a Service (PaaS).
Ability to speak and write English and German fluently and idiomatically.","MBA degree.
Industry knowledge of System Integrators (SIs)/Service Providers (SPs) and Independent Software Vendors (ISVs). Knowledge of Cloud ecosystem.
Understanding of foundational cloud technologies (network, compute, database, middleware, visualization, etc).
Partner/channel pipeline development and people management skills.
Demonstrated interpersonal skills when working in a cross-functional organization.
Excellent written and oral communication skills."
Google,"Head of South East Asia Inside Sales, Google Cloud (English)",Sales & Account Management,Singapore,"Lead a team of managers and their teams in South East Asia to achieve maximum business growth, focusing on people leadership and motivating and enabling the team to be successful. Hire, coach and drive a high performance team to work towards business goals, and prioritize an outstanding customer experience to customers and prospects
Contribute to territory strategy in generating and developing business growth opportunities; work with Field Sales Managers, Customer Engineer Managers and Google Partners to maximize business growth.
Drive your team through business development and accurate forecasts to achieve strategic goals. Explore and understand complex customer requirements on both a business and technical level.
Develop and implement best practices for your programs and markets, ensuring the team is up-to-date with the newest trends and pitches. Improve team skills through development and training; manage the sales operation to operate at scale and provide management support and coaching.
Identify growth projects and programs that can scale the business. Plan and execute programs and work with cross-functional stakeholders in the wider cloud organization.","BA/BS degree or equivalent practical experience
12 years of experience with experience building, leading and scaling enterprise or inside sales teams.
Experience in sales in the technology industry, with SaaS, PaaS or IaaS products and platforms.
Ability to speak and write in English fluently and idiomatically.","MBA or Master's degree in Computer Science or related field, or equivalent practical experience
Experience managing senior stakeholders in a matrixed organization
Understanding of the technology and cloud computing market, and experience with Google Cloud products (G Suite, Google Cloud Platform)
Demonstrated executive leadership capabilities and excellent interpersonal skills. Proven track record of success in a scaled environment in inside-sales, IT sales, marketing or operations. Demonstrated success developing team members."
Google,"Deal Lead, Japan (English, Japanese)",Sales & Account Management,"Tokyo, Japan","Develop business frameworks and training materials to build sales and agency team's competency in negotiating complex agreements.
Drive large-scale media business opportunities from inception to full activation in partnership with Large Customer Sales (LCS) and agency teams.
Lead or support structuring, negotiating, finalizing and activating agreements which may include alternative “value-added"" services.
Oversee display and video incentive program support and approval, including adherence to global policies/exception handling processes.
Manage a team of Upfronts Deal Specialists covering top advertisers and agencies.","BA/BS degree or equivalent practical experience.
10 years of experience in sales/business development at a traditional or online media company or top media agency.
4 years of people management experience leading sales teams.
Ability to speak and write English and Japanese fluently and idiomatically.","Proven success negotiating upfronts as TV/online video buyer, seller, or key advisor.
Existing relationships with agency/TV advertising stakeholders."
Google,Brand Specialist (Fixed-Term Employee),Sales & Account Management,"Sydney, Australia","Become a Brand advocate; engage and influence internal and external relationships; build, customize and deliver solutions through forums to achieve outcomes in support of the Brand Advertising Annual Plan.
Align and integrate resources across the Brand team, a specified portfolio and other cross-functional Google teams to work towards a specified portfolio’s brand goals and priorities.
Understand internal tools (across insight development, planning, booking and measurement) as well as navigate the different media buying methods to deliver outcomes (direct, agency, trading desk); build brand capability, by role modelling, coaching and collaborating with peers.
Integrate Google’s product solution suite to make an impact; align media supply (inventory pools) and demand (buyer expectations) to maximize growth.
Assist the Brand team and Industry Leaders/Heads in strategic planning and forecasting and operational reporting; including annual and quarterly account planning and bottoms up forecasting; as well as managing brand pipeline and reporting.","8 years of experience in Advertising Sales, Marketing, Consulting and/or Media.
Experience working across TV Media, Creative and Media Agency dynamics.","Knowledge of traditional and contemporary/online marketing tactics and strategy.
Expertise in brand building.
Effective communication, influencing and relationship-building skills."
